"","BAI_GR","BIO_GR","Height.DBH.Ratio","Estem","Branching.Distance","Twig.Diameter","Twig.Wood.Density","Stem.Wood.Density","Leaf.Mass.Fraction","Leaf.Area","LMA","LCC","LNC","LPC","d15N","t.b2","Ks","Ktwig","Huber.Value","X.Lum","VD","X.Sapwood","d13C","Biomass5","pcent.max.Bio5","Tree.Height","Branch.Height","Root.Wood.Density","Twig.branching.angle","Hmax","Shade.Tolerance","Drought.Tolerance","WaterLogging.Tolerance","Porosity_Diffuse","Porosity_Ring","Soil.Fertility","Light","Temperature","Soil.Humidity.Depth.","Slope_Phosphorus"
"J11ACP9",0.116256656,0.0693603588444861,131.3043478,1889.930674,36.33333333,5.405,0.44961241,0.56262774,0.54621309,128.66125,24.80350533,42.48747492,2.3974,15.71030643,-4.48467865,0.0220676,34.23878229,484.7949762,0.0095984,0.08420606,6522.291232,0.72112393,-30.68918068,0.58128327,0.0507526,302,2,0.60507326,50.0092,10,3.56,2,1,1,0,-0.200529081242176,-0.602091157920382,1.75560620205381,-0.95555528552505,0.502036773966931
"J11ACSA21",0.158071638,0.219038863403695,233.5714286,6266.42515,16.6,6.13,0.52680137,0.77726175,1.38935718,49.942,47.79544271,46.9333,2.0129,8.38079294,-3.30682736,0.03181824,40.65469806,574.3777471,0.0128926,0.0911302,6494.73508,0.71954337,-30.3231028,0.79035819,0.01383107,327,2.9,NA,41.72865,35,4.76,2.88,3.37,1,0,0.371500921262425,-1.21492886285006,1.45976532854848,-1.11009569314872,0.219556301290439
"J11BEA7",0.810929862,1.13128175387437,214.8571429,4962.812215,40,4.43,0.52701882,0.59119196,2.17432647,26.2825,46.9775516,48.7942,2.3536,13.85811754,-1.35881122,0.02394465,15.50386653,301.8042009,0.00637347,0.07399772,9665.437573,0.99141474,-31.11229691,4.05464931,0.17744553,376,2.7,0.66108787,69.94883333,25,3.17,3,2,1,0,0.520304291369873,-1.29271417275226,1.53624234570543,-1.19624871174138,-0.21032078170979
"J11BEPA15",1.223103898,0.322073828174086,181.9354839,6515.643783,41.5,4.48,0.48456791,0.52941177,1.12222602,23.10789474,52.11251566,48.0097,3.0891,14.16067098,-0.75280304,0.0319627,50.06644908,978.9630724,0.00460805,0.14695799,2458.327218,0.99584014,-30.06918701,6.11551949,0.19254421,564,4.9,0.55397439,56.735,25,1.54,2.02,1.25,1,0,0.0913875147933241,-1.08504207383431,1.41002703550061,-1.4707855054063,-0.112893222304101
"J11COA5",1.546864852,0.486725226239463,114,1395.91942,19,4.77,0.45706916,0.56814103,0.23932048,20.50904762,28.55882421,45.4262,2.7328,12.12922651,-2.54701763,0.02545163,72.4838593,1286.676386,0.00339678,0.15148794,8783.895374,0.90406183,-31.74354347,7.73432426,0.72272265,342,3,0.4735376,58.219,10,4,1.77,1.02,1,0,0.272906742832249,-0.601551588601233,1.82896344890272,-0.957038682801537,0.93070565210285
"J11COA6",0.871704232,0.262911981646645,132.5714286,3934.574913,21.83333333,6.14,0.53932208,0.60053333,0.38974366,27.53965517,28.71094973,44.5831,2.6785,13.72755983,-1.64249736,0.01820212,35.6573934,550.8337994,0.00723731,0.12143026,5652.919906,0.78675787,-31.50082573,4.35852116,0.48056787,464,3.6,0.67016807,51.2557,10,4,1.77,1.02,1,0,-0.202673938172305,-0.712529554393179,1.70138438351806,-1.14182432301945,0.349926466897939
"J11POG7",2.219354056,1.0199514869616,183.6111111,9105.990621,13,5.975,0.42548901,0.45961732,1.92444983,21.70577778,70.02743765,41.7582,2.6071,16.08503237,-1.00392173,0.02007607,115.3446276,2097.167708,0.00918725,0.17835556,4265.953521,0.92598916,-29.59481819,11.09677029,0.28479529,661,5.5,NA,59.63975,20,1.21,2.5,2,1,0,0.118253282292963,-1.08493324357738,1.52984183518784,-1.55401870572654,-1.51884436107961
"J11POT12",0.436597538,0.851961294604723,203.4482759,2415.764735,34.66666667,4.825,0.48186981,0.57550158,2.23332299,18.02212121,91.97450944,44.3039,2.4126,13.35560988,-2.56526859,0.03443324,30.55874422,587.167744,0.00498754,0.10885153,5521.064277,0.97858104,-28.29275307,2.18298769,0.07998824,295,2.6,NA,72.052,25,1.21,1.77,1.77,1,0,0.45350015149803,-1.42130044443191,1.07674468050707,-1.22029149357954,0.579389272042481
"J11PRP8",0.601208352,0.363806688794677,177.5,6540.187445,8.35714286,4.105,0.58098339,0.64181406,1.76168078,15.33710526,49.24417906,49.55314892,2.5625,16.78842288,-3.21638312,0.02560363,71.29450175,1326.322214,0.0080339,0.13321151,8351.240621,0.94746487,-30.58699638,3.00604177,0.2354975,497,3.6,NA,50.7753,12,NA,NA,NA,1,0,0.341578190457695,-1.07570686394436,1.68728806892105,-1.0062941924582,0.454048935579809
"J11QUR20",0.30398514,0.289826341145463,183.4482759,2827.123137,11.71428571,5.405,0.53281394,0.8245093,1.15040121,50.35888889,39.04198751,48.0477,2.5186,11.43280644,-0.45805687,0.011666,313.6379901,625.0836387,0.10685034,0.15978914,39892.44825,0.10150316,-31.12436089,1.5199257,0.05356798,266,1.7,NA,45.66505,25,2.75,2.88,1.12,0,1,0.0813801410737581,-0.964045485889748,1.66310573347089,-1.07742416355742,0.226787301116054
"J11SOA10",1.269459158,0.376070115412849,171.25,6631.906161,12.66666667,4.585,0.53622138,0.67028674,0.53063803,19.17266667,47.28954414,45.9814,2.4735,15.18300142,-2.58542334,0.0329153,18.88733802,324.2869931,0.003831,0.09925968,3453.805612,0.87443773,-31.20744713,6.34729579,0.42863656,548,3.3,NA,50.0795,10,2.59,1.77,1.27,1,0,-0.0124256504470262,-1.01920789908953,1.57605323583742,-1.00158732250181,-0.246337243739666
"J12ACP11",0.533936264,0.140169017898508,84.85714286,895.3041167,13.3,5.67,0.44774518,0.54448399,0.5115503,70.37235294,25.78719918,46.1249,2.0342,18.89869388,-2.79781805,0.01817116,35.02319349,575.43813,0.00914365,0.07363017,8276.479554,0.8367833,-29.74419983,2.66968131,0.23212532,297,2.2,0.59060807,48.8808,10,3.56,2,1,1,0,-1.20940085149265,-0.161441137746445,0.433919972783843,-0.693355476455133,0.739745054021613
"J12ACSA22",0.682494132,0.103717204977156,125.3012048,3933.904901,15.5,4.77,0.51791014,0.73330739,1.2372806,43.15736842,42.32978451,45.46400025,2.9,9.77224873,-1.28696969,0.02608585,26.85374368,420.0068599,0.01245781,0.07553292,6126.99554,0.7965658,-30.44704468,3.41247065,0.05870948,520,4.5,0.61171332,46.61966667,35,4.76,2.88,3.37,1,0,-1.62468889591532,-0.226172614914354,0.984735709742031,-1.12270060603888,2.06604410372465
"J12BEA9",0.436773484,0.0715457723275616,113.9534884,3221.141398,8.7,4.165,0.51153468,0.53620408,0.87336994,42.75666667,28.51407188,46.1042,3.0052,21.69067983,-3.36933619,0.02715784,36.51406789,706.0798152,0.00608387,0.08633522,6673.746305,0.98483548,-31.63055786,2.18386742,0.09276561,490,3.6,0.64538198,56.94745,25,3.17,3,2,1,0,-0.616415193719362,-1.07270623410173,1.00503172958631,-0.922766980165564,-1.71414601078045
"J12COA7",0.841238244,0.201876626729711,119.2307692,3835.729681,17.85714286,5.145,0.53037703,0.60781724,0.346593,17.09964286,32.749222,42.7689,2.5044,14.46896045,-0.3262791,0.0271299,62.30020409,921.1620478,0.00681037,0.15639484,7710.168742,0.75303763,-31.99868568,4.20619123,0.45608006,465,3.1,0.52685714,38.2114,10,4,1.77,1.02,1,0,-1.34547321048808,-0.402115916372011,0.903565559852998,-0.627185980962429,0.829349757010491
"J12FRA23",0.543981652,0.0961921484173594,173.7777778,12859.39457,69,6.95,0.39077436,0.77830865,0.61473801,145.63,33.5233125,44.7849,2.5957,15.72869648,-2.20158039,0.03345779,211.7868195,152.9282956,0.22479808,0.17463442,12241.33144,0.03677554,-31.32747849,2.71990826,0.13879228,782,6.3,0.55067568,63.9067,30,2.46,2.38,2.59,0,1,-0.969523162822482,-0.868082081249527,0.90986200286076,-0.525946860683771,-0.0737325395573972
"J12OSV23",0.21705079,0.442486248421828,218.5714286,4006.367603,7.43333333,4.12,0.56089323,0.68459716,0.73311157,13.73934426,28.99415344,46.0314,2.2327,13.57853598,-1.74787031,0.02529114,56.04833807,1075.156402,0.00549807,0.13020421,3958.112769,0.97696502,-32.11829193,1.08525395,0.15297438,306,1.2,0.65495364,66.89305,12,4.58,3.25,1.07,1,0,-0.696888288545237,-0.789325687186209,1.24483051769819,0.541857121035064,1.03468590793308
"J13ACSA24",0.648940012,0.147691684979035,192.3076923,5585.364453,15.28571429,4.645,0.55845393,0.71191047,1.50473538,61.291,35.92697133,48.86651541,3.2564,11.56210048,-1.4744834,0.03625565,27.11491109,465.6328105,0.01303862,0.0766186,4796.778911,0.874592,-31.44696838,3.24470006,0.06019311,500,3.6,NA,40.553,35,4.76,2.88,3.37,1,0,-1.25071631408804,0.738118991746958,-1.1225239947127,0.18768108412482,-0.369999235581959
"J13ACSP8",0.354726298,0.251899345523008,145,5230.819322,21,4.885,0.44871301,0.5483356,0.48933649,34.16666667,24.02439024,48.7557,2.6311,18.72190079,-2.88287552,0.02298524,37.26393125,628.6783712,0.00450138,0.07509355,5925.892762,0.85923104,-31.60252937,1.77363149,0.02079727,522,4,0.62203742,48.064,5,3.31,2,2,1,0,-1.84746471140381,1.60582855688472,-0.800255775790649,-0.0218349672029291,-0.160397110259817
"J13FAG20",0.252568026,0.0468316397056725,161.875,13471.34555,10.71428571,4.63,0.65040747,0.72739803,0.72773261,37.70390244,25.07342191,46.1461,2.8689,9.4456574,-0.96030658,0.01160328,64.38250163,1218.153371,0.00921738,0.18722625,5654.656433,0.96361651,-31.12585052,1.26284014,0.09295709,777,4.7,NA,71.54691667,25,4.75,1.5,1.5,1,0,-1.4319292030026,1.58409537928763,-0.478248271205672,0.474313673398862,0.0904278868661202
"J13PRS12",0.0976190559999999,0.0711989050201926,130,4978.127227,10.28,4.34,0.52104651,0.71271293,0.92023121,11.2671831,31.22617098,46.246,3.0374,12.5725813,-1.90705495,0.03026472,29.48211646,564.2210024,0.00883652,0.1084898,4680.952465,0.97467696,-30.63553963,0.48809528,0.0241305,481,2.8,NA,57.14171429,22,2.46,3.02,1.06,1,0,-1.62178399286167,1.05536797963013,-1.12824848536793,0.179050570112343,-0.27997359022692
"J13ULA10",0.130697284,0.109745346926614,151.25,1027.469055,11.4,4.44,0.49057901,0.74729885,1.32294787,25.82230769,30.22133516,46.65590721,3.4313,17.64163555,-3.30410447,0.03765968,293.100871,1056.844286,0.04969007,0.18518976,10663.90478,0.18363861,-31.7619384,0.65348642,0.0309392,242,2,NA,74.12768333,35,3.14,2.92,2.46,0,1,-1.50180839706989,0.937551517132284,-1.06625304470474,-0.111945214995228,-0.505964687650312
"J14ACSA27",0.685443928,0.145283415166158,195.625,12305.08805,18.375,5.455,0.53244074,0.7311985,1.54121978,61.759,41.88323429,48.9605,2.6059,10.1252913,-2.20423748,0.0303699,63.39940159,1004.164705,0.01772704,0.11784226,5520.495455,0.80665885,-30.94949005,3.42721965,0.06061751,626,4.5,NA,NA,35,4.76,2.88,3.37,1,0,-0.971317691885323,1.95226016502468,0.0136771890505992,-0.333037184088518,-0.241258927351127
"J14ACSP11",0.535582328,1.4933534535077,171.4285714,1328.629257,5.41666667,4.535,0.45611326,0.52755267,1.74347435,51.9695,21.05080865,47.999,2.3429,16.9777863,-0.51064341,0.02327516,36.84737833,565.8915918,0.0145845,0.08130048,6318.334843,0.78216208,-29.96210991,2.67791164,0.03191856,240,1.7,0.55430267,53.1563,5,3.31,2,2,1,0,-1.43316895645017,1.33820624161114,-0.437566409065149,-0.213558300958022,0.0415740415939698
"J14BEA12",3.534593338,0.832731298795974,140.4878049,5265.439736,56,3.25,0.47726599,0.6049548,2.15457116,38.40714286,41.65891761,47.8637,3.167,12.77897573,-0.95741643,0.02896902,48.49147015,925.7118071,0.00282876,0.12087591,6692.063989,0.97225584,-31.66028641,17.67296669,0.70041523,576,4.5,0.56947646,52.6683,25,3.17,3,2,1,0,-1.07981237677286,1.72970078976191,-0.0230395574356608,0.473290996085575,0.00697547473936863
"J14FAG22",0.192843092,0.0800747252392913,210.7407407,7410.661838,13.2,3.29,0.65690946,0.74216216,1.96346154,48.657,29.28663913,45.8051,2.3655,8.68887427,-1.58122923,0.02255516,42.33630965,782.885889,0.00667727,0.12212433,5375.534918,0.94179326,-31.60340752,0.96421546,0.07168499,569,5.2,0.63312883,NA,25,4.75,1.5,1.5,1,0,-1.33683086702941,2.27478651810572,0.275557904002943,0.259905086495597,0.493133089897329
"J14OSV27",1.092638778,0.273832801518234,191.8518519,6839.481774,14.6,3.12,0.54435015,0.85365936,1.67043478,22.451,30.86722195,46.0457,2.9992,8.42355665,0.30523236,0.02121308,60.51088723,1155.637431,0.00361792,0.12439502,2977.570123,0.97265358,-31.37116493,5.46319389,0.74736387,518,4.1,0.57309054,NA,12,4.58,3.25,1.07,1,0,-1.48612390927599,2.44692251292878,0.215669339536499,-0.861597990877044,0.579984784347619
"J14QUR23",1.773511402,0.859329822544135,230.3571429,15853.69541,16.8,6.755,0.50893719,0.60900804,1.53727933,62.09076923,43.91007375,49.6112,3.2209,15.87642718,1.87381216,0.04016154,443.5874191,3774.238038,0.05070802,0.1776223,27460.06187,0.43333142,-31.30403648,8.86755701,0.2985214,645,4.1,0.49939723,NA,25,2.75,2.88,1.12,0,1,-0.927943547930773,1.61373336336744,0.693769270782106,-0.17359451734233,-0.150104189127122
"J14TIA20",0.242755146,0.420268207686108,131.5,1116.221958,20.8,7.23,0.30370114,0.38855055,0.78916664,103.2092308,22.21029723,46.5035,3.5105,23.55205352,-0.13160646,0.02597612,54.06215394,866.7786641,0.01473181,0.15214101,6147.623912,0.81655413,-30.8,1.21377572,0.1206507,263,1.9,0.38969617,NA,35,3.98,2.88,1.26,1,0,-1.74817711819966,2.02373235538344,-0.162631493048399,-0.116597122034244,-0.462594891620762
"J14TIA21",0.418447928,0.304911451631269,174.893617,2517.253928,11.83333333,6.335,0.35808079,0.33443049,1.13026978,83.00692308,26.85596197,41.7506,3.3212,19.54090899,-0.79484407,0.04123608,71.48508607,1131.751286,0.01818432,0.16671223,4647.517459,0.80631671,-31.68472038,2.09223964,0.24520957,411,3.1,NA,73.7797,35,3.98,2.88,1.26,1,0,-1.79651180289442,2.22113585449163,0.311765679962033,1.28992122529688,-0.281319023337439
"J15ACP-a",1.432809358,0.952290086640462,159.6551724,3254.23961,39.25,5.615,0.3216151,0.43548515,1.37856526,112.8966667,31.45944669,42.9891,2.85,15.69468569,-4.52976229,0.01218647,52.08027305,765.4317578,0.00867094,0.09747456,9298.717148,0.74851987,-30.74140404,7.16404679,0.44743197,463,3.7,NA,NA,10,3.56,2,1,1,0,1.18639980669641,1.10708838643138,0.0773734421662142,-0.736151950971749,0.368321200577753
"J15ACP-b",1.481698946,1.474538975466,134.2857143,1060.43022,38.33333333,4.89,0.38055658,0.51412672,1.82246777,125.13,29.15368017,48.8102,3.4292,20.9995435,-4.21493639,0.01916185,28.52519365,425.4032202,0.0155978,0.06998935,6799.94353,0.75952536,-31.36397026,7.40849473,0.54749654,282,2.5,0.6206269,43.96,10,3.56,2,1,1,0,1.16972456750269,1.03853125982204,0.0795782352428358,0.129256731222543,0.811241369983394
"J15ACR-a",0.943644942,0.717580359363254,171.4285714,2912.64875,13.16666667,4.625,0.38294118,0.42304965,2.82151835,37.997,42.27965366,48.0353,2.3953,15.85429615,-2.58899714,0.016653,58.94544832,969.3757654,0.01074328,0.10175811,10818.11392,0.83755241,-31.73544014,4.71822472,0.16028699,360,2.8,0.49824664,48.8939,25,3.44,1.84,3.08,1,0,1.12296910568863,0.77237060385486,-0.237571358213427,-0.0607511655765324,0.500259008092788
"J15ACR-c",1.863067582,0.31846643463127,158.4,5448.11422,13.55555556,5.355,0.42826844,0.5292511,2.21364773,25.04,42.20306333,50.9109,2.8395,15.24056837,-4.33036734,0.02189413,26.2371802,380.0854237,0.01017994,0.073275,5797.043931,0.73779238,-31.52756775,9.31533791,0.35391768,594,4,NA,47.241,25,3.44,1.84,3.08,1,0,1.29594216821313,1.55551917897982,0.455444082534236,-0.452623036035477,1.42082618056159
"J15ACSP-a",1.319396696,0.969386542874443,123.3333333,2183.032765,100,3.86,0.34232756,0.43007463,1.70829535,65.89,26.19517377,48.5681,3.5942,23.01392893,-3.43734091,0.02542957,33.82036237,483.1240693,0.0065124,0.08579944,7138.838467,0.72752937,-31.85844536,6.59698349,0.05901489,407,3,0.57471713,0,5,3.31,2,2,1,0,1.17825904053784,0.817180366941665,-0.176762054880667,-0.130106072532916,0.542872471617946
"J15ACSP-b",0.386909636,0.944530748341518,203.6363636,4740.124905,16,4,0.39019858,0.49773232,1.06,42.63117647,23.56739751,45.6722,2.8378,17.22311319,-2.10335214,0.02530706,42.84259698,606.9839222,0.00895403,0.08847547,7718.646331,0.72155844,-31.77197495,1.93454819,0.01972603,336,1.8,NA,46.991525,5,3.31,2,2,1,0,1.23599033329948,1.03869868235995,0.162066124267083,0.222683603775754,0.637880994168086
"J15AMSP-a",0.187278428,0.126825467834633,166.1904762,5222.612837,13.57142857,3.645,0.59952655,0.88900285,0.70034331,13.45916667,31.17454028,49.2809,3.131,15.66918152,-3.22962262,0.00332284,60.26505576,1150.580382,0.00325106,0.17682779,6074.656803,0.97234752,-32.03238533,0.93639214,0.04336772,349,2.8,0.79874446,58.189,12,NA,NA,NA,1,0,1.30232226422732,0.804629448584332,-0.0538458295521006,0.33867533373592,0.638914352616447
"J15BEPA-a",0.200443272,0.0593434535014525,128.8888889,1710.420459,73,3.405,0.49389383,0.4889375,0.84322344,16.02,29.8585102,47.5595,3.2042,14.64848904,-3.89565838,0.01576212,49.23749081,956.2389545,0.0016553,0.10717912,4781.748298,0.98910097,-33.01845062,1.00221636,0.03216159,348,2.4,0.50829321,52.808,25,1.54,2.02,1.25,1,0,1.10970618933555,0.671824554208317,-0.522825362689727,-0.109311070292336,0.316018575387076
"J15BEPO-a",0.02283478,0.787953045107931,223.8888889,5818.338467,12.16666667,3.1,0.46562819,0.45247934,0.68944571,11.94222222,39.82136211,50.7708,3.6811,16.8958296,-4.18897694,0.0168424,53.77210141,1017.395497,0.00146399,0.12466016,3629.590954,0.96361358,-31.52655716,0.1141739,0.092016,403,2.5,0.55926104,51.15735,15,1.5,2.34,1,1,0,1.18577469522813,0.75097641863261,-0.10971174139866,-0.181106609630469,-0.623491069387254
"J15COA-b",0.664767878,4.23472970663942,169.8507463,6257.063343,16.71428571,4.41,0.46091098,0.50643299,1.12765957,18.81142857,47.88122722,46.6784,3.1548,13.22395934,-4.51881874,0.0218672,54.26841193,738.0984155,0.00742737,0.11347436,8236.246429,0.69268737,-30.53173149,3.32383939,0.31320195,569,5.2,0.65464206,44.8275,10,4,1.77,1.02,1,0,1.30172759433726,0.830653099931514,0.012474673910235,0.207069465767292,0.447772084942278
"J15FAG-b",3.219262996,0.84572407724611,138.0487805,6609.212514,100,3.735,0.54894003,0.77093964,1.36517267,55.36714286,37.38679464,49.8897,2.9551,14.01008597,-2.48085396,0.01962115,71.09033709,1281.456724,0.00369214,0.13798901,8524.020791,0.91804397,-31.3911203,16.09631497,1,566,4.1,0.58916616,NA,25,4.75,1.5,1.5,1,0,1.21783786488798,0.909052801275116,0.0701361875515595,0.324897725436693,0.701144079989785
"J15FRA-a",0.462891058,1.07224023359952,292,14352.30577,26,5.835,0.32724689,0.74078136,2.00427981,209.1675,35.40224939,46.4879,3.7141,14.26941646,-5.20986921,0.02653927,320.6846095,1465.067391,0.05869626,0.10775733,33922.51293,0.23267493,-31.43281021,2.31445529,0.09890297,438,2.3,0.64488449,86.162,30,2.46,2.38,2.59,0,1,1.26981723165975,1.3588327118239,0.266371062970449,-0.885975909018026,0.766205982318699
"J15OSV-a",1.202547004,1.6595629380508,192,3048.106678,16.4,3.475,0.5089077,0.68135338,2.33439288,34.51033333,31.53644802,49.8841,3.126,10.00743357,-5.42094566,0.02264677,100.3188876,1898.26541,0.01432631,0.14547724,8205.962577,0.9637055,-31.50998352,6.01273502,0.76898563,384,2.7,0.61643836,77.442,12,4.58,3.25,1.07,1,0,1.20983730418616,1.17272484476309,0.0906560206129409,-0.881245494916638,0.507456941573677
"J15PRP-a",0.545728102,0.219558090029098,116.2857143,1400.873134,19.11111111,3.675,0.56482055,0.37564356,1.29269216,10.84082192,30.74376406,49.2471,3.5877,12.28176582,-6.27294268,0.02008599,39.94281361,770.6508274,0.00567115,0.10594545,6158.982348,0.98262793,-29.95290039,2.72864051,0.20781858,407,3.1,NA,57.60102,12,NA,NA,NA,1,0,1.20452034329605,1.08593013789815,0.041885014194798,-0.543948740687672,0.570787734385771
